timestamp,x,y,z
2012-07-04 11:54:00,0.18341802520597006,-0.45884326720322116,0.6999956295858927
2012-07-04 11:55:00,0.16824446731743284,-0.4343712921243438,0.7326706527436366
2012-07-04 11:56:00,0.15314241246789867,-0.4100423655545347,0.7651336562377299
2012-07-04 11:57:00,0.1382018904843468,-0.38597722510795074,0.7971669480156958
2012-07-04 11:58:00,0.12350909774622561,-0.36228629355451575,0.8285579919645478
2012-07-04 11:59:00,0.10914503346763735,-0.33906753223919195,0.8591024340807241
2012-07-04 12:00:00,0.09518428679739926,-0.31640461592368063,0.8886068912697019
2012-07-04 12:01:00,0.08169400175962725,-0.2943654793185108,0.9168914469752629
2012-07-04 12:02:00,0.06873303815190543,-0.2730012699601773,0.9437918139455495
2012-07-04 12:03:00,0.05635133881994592,-0.2523457273111771,0.9691611388576497
2012-07-04 12:04:00,0.04458950708745175,-0.23241499441128965,0.9928714361448455
2012-07-04 12:05:00,0.0334785923738992,-0.21320785626743805,1.01481464922896
2012-07-04 12:06:00,0.023040077107569074,-0.19470638848455293,1.0349033465227622
2012-07-04 12:07:00,0.013286053892689127,-0.17687699044083688,1.053071067117914
2012-07-04 12:08:00,0.0042195784517888016,-0.15967176960301785,1.0692723371029227
2012-07-04 12:09:00,-0.004164818941735448,-0.143030237269819,1.0834823820708483
2012-07-04 12:10:00,-0.011880483054321572,-0.12688127096498622,1.0956965647052752
2012-07-04 12:11:00,-0.01894786548605104,-0.11114529472187855,1.1059295785125633
2012-07-04 12:12:00,-0.02539366097383883,-0.09573662547206507,1.1142144299383583
2012-07-04 12:13:00,-0.031249871185270926,-0.08056593153072653,1.1206012414018294
2012-07-04 12:14:00,-0.036552819312061925,-0.06554274769012716,1.1251559073257311
2012-07-04 12:15:00,-0.04134213874326395,-0.05057799075844316,1.1279586341489412
2012-07-04 12:16:00,-0.04565975861552627,-0.03558641961052879,1.129102393698036
2012-07-04 12:17:00,-0.0495489080861717,-0.020488984925521227,1.1286913172874635
2012-07-04 12:18:00,-0.053053159851722896,-0.005215015749042869,1.1268390556250818
2012-07-04 12:19:00,-0.05621553181293388,0.010295807020174491,1.1236671271140475
2012-07-04 12:20:00,-0.05907766385735437,0.026091735969162526,1.1193032745524434
2012-07-04 12:21:00,-0.06167908446602534,0.042207541709261366,1.113879847637176
2012-07-04 12:22:00,-0.06405657926842372,0.05866343046240391,1.1075322261787697
2012-07-04 12:23:00,-0.06624367081680169,0.07546432093118977,1.1003972966176037
2012-07-04 12:24:00,-0.06827021578389086,0.09259949803496441,1.0926119923746427
2012-07-04 12:25:00,-0.07016212261143916,0.11004265147615681,1.0843119068348015
2012-07-04 12:26:00,-0.07194118954823364,0.127752296674315,1.0756299864060985
2012-07-04 12:27:00,-0.07362506018571,0.1456725646154707,1.0666953101784733
2012-07-04 12:28:00,-0.07522729094394888,0.1637343358558006,1.057631962280906
2012-07-04 12:29:00,-0.07675752214052452,0.181856682256706,1.0485580031538426
2012-07-04 12:30:00,-0.07822174101805415,0.19994856760146876,1.039584546602911
2012-07-04 12:31:00,-0.07962262157689824,0.21791074520910864,1.030814950459066
2012-07-04 12:32:00,-0.08095992299509125,0.23563777938102387,1.022344129327819
2012-07-04 12:33:00,-0.08223092687071808,0.25302011225367854,1.0142579973978676
2012-07-04 12:34:00,-0.08343089415722303,0.2699461011923966,1.0066330471258658
2012-07-04 12:35:00,-0.08455352518930316,0.2863039629267762,0.9995360662343622
2012-07-04 12:36:00,-0.08559140964192767,0.3019835752882785,0.9930239917567824
2012-07-04 12:37:00,-0.08653645671469837,0.3168781025237441,0.9871438964760907
2012-07-04 12:38:00,-0.08738029875576311,0.33088542452231984,0.9819331002125414
2012-07-04 12:39:00,-0.08811466365190168,0.3439093637770187,0.9774193959900488
2012-07-04 12:40:00,-0.08873171254151303,0.35586071661835017,0.9736213790751935
2012-07-04 12:41:00,-0.08922433995399694,0.36665810728275255,0.9705488651466266
2012-07-04 12:42:00,-0.08958643375712308,0.3762286945432989,0.9682033822967833
2012-07-04 12:43:00,-0.08981309281921135,0.38450876981200643,0.9665787201059806
2012-07-04 12:44:00,-0.08990080142227931,0.39144428968723294,0.9656615179617372
2012-07-04 12:45:00,-0.08984756100435679,0.39699138061686157,0.9654318750232852
2012-07-04 12:46:00,-0.08965298112173271,0.40111683761811023,0.9658639664871398
2012-07-04 12:47:00,-0.08931833217644228,0.40379861816959767,0.9669266546338331
2012-07-04 12:48:00,-0.0888465625815518,0.4050263148541681,0.9685840871787876
2012-07-04 12:49:00,-0.08824228303480754,0.40480158082607054,0.9707962787334875
2012-07-04 12:50:00,-0.08751172070043925,0.4031384796673283,0.9735196736016665
2012-07-04 12:51:00,-0.0866626463103464,0.400063732355788,0.9767076899446879
2012-07-04 12:52:00,-0.08570427724487505,0.3956168367605225,0.980311246675692
2012-07-04 12:53:00,-0.0846471593886545,0.38985003867312024,0.9842792752939422
2012-07-04 12:54:00,-0.08350303010746517,0.38282813765082424,0.9885592193051519
2012-07-04 12:55:00,-0.08228466441565555,0.3746281156817976,0.9930975239658795
2012-07-04 12:56:00,-0.08100570665225111,0.36533858183767237,0.9978401188412062
2012-07-04 12:57:00,-0.07968049080902959,0.3550590317480471,1.0027328950357426
2012-07-04 12:58:00,-0.0783238536975546,0.3438989269795209,1.0077221779658538
2012-07-04 12:59:00,-0.07695094588933518,0.33197660622753533,1.0127551952572922
2012-07-04 13:00:00,-0.07557704552897858,0.3194180476656737,1.017780537815656
2012-07-04 13:01:00,-0.07421737973780833,0.30635550981500037,1.0227486103101728
